codigo;latitude;longitude;altitude
SWFV;"20° 43' 21"" S";"45° 51' 52"" W";783 m
SBTV;"16° 32' 29"" S";"39° 6' 29"" W";50 m
SWTX;"14° 48' 36"" S";"39° 17' 24"" W";63 m
SDXK;"4° 24' 48"" N";"60° 7' 0"" W";148 m
SJGV;"16° 27' 45"" S";"49° 13' 42"" W";802 m
SIHY;"21° 37' 25"" S";"48° 47' 39"" W";522,99 m
SJFR;"16° 35' 8"" S";"39° 14' 9"" W";78 m
SNXV;"18° 45' 46"" S";"45° 6' 48"" W";612 m
SDWL;"23° 11' 23"" S";"47° 4' 16"" W";782 m
SNAO;"22° 30' 45"" S";"42° 3' 4"" W";11 m
SDYT;"3° 45' 50"" N";"63° 59' 13"" W";137 m
SWAE;"3° 32' 42"" N";"63° 10' 56"" W";330 m
SWUK;"1° 12' 59"" N";"69° 12' 2"" W";76 m
SJNB;"4° 30' 6"" N";"60° 48' 8"" W";364 m
SSUL;"25° 28' 40"" S";"49° 9' 17"" W";890 m
SSBZ;"22° 46' 16"" S";"41° 57' 48"" W";3 m
SSUS;"18° 24' 47"" S";"52° 53' 44"" W";817 m
SJNC;"3° 8' 46"" N";"62° 13' 49"" W";242 m
SBUY;"4° 52' 59"" S";"65° 21' 21"" W";64 m
SWAS;"21° 7' 19"" S";"47° 57' 8"" W";600 m
SWYO;"21° 28' 56"" S";"51° 1' 31"" W";407 m
SDUU;"21° 54' 40"" S";"50° 52' 5"" W";450 m
SDDV;"21° 7' 46"" S";"48° 50' 46"" W";567 m
SSTR;"17° 56' 11"" S";"49° 14' 29"" W";855 m
SWYS;"19° 55' 48"" S";"49° 7' 22"" W";520 m
SNFH;"12° 15' 43"" S";"61° 10' 36"" W";299 m
SDGB;"20° 16' 37"" S";"48° 10' 55"" W";606 m
SNUZ;"10° 5' 38"" S";"36° 11' 12"" W";64 m
SSZW;"19° 31' 24"" S";"50° 39' 20"" W";422 m
SNHJ;"21° 5' 43"" S";"49° 54' 55"" W";416 m
SNUS;"19° 56' 27"" S";"47° 46' 42"" W";640 m
SSVO;"20° 52' 10"" S";"50° 7' 47"" W";436 m
SNUP;"9° 48' 10"" S";"36° 13' 21"" W";123 m
SDUD;"21° 19' 56"" S";"48° 18' 59"" W";618 m
SJXC;"16° 10' 59"" S";"39° 21' 29"" W";125 m
SDGF;"21° 33' 9"" S";"54° 14' 1"" W";407 m
SDUL;"21° 12' 6"" S";"47° 55' 14"" W";692 m
SDSQ;"21° 43' 28"" S";"47° 39' 26"" W";630 m
SNZL;"22° 56' 50"" S";"49° 45' 50"" W";461 m
SDTY;"21° 23' 24"" S";"48° 6' 50"" W";532 m
SSYO;"18° 59' 20"" S";"50° 33' 59"" W";523 m
SSUT;"14° 46' 35"" S";"57° 11' 18"" W";215 m
SDUM;"19° 19' 19"" S";"50° 47' 25"" W";369 m
SNOT;"19° 23' 5"" S";"48° 16' 27"" W";773 m
SDZC;"2° 42' 29"" N";"62° 40' 8"" W";75 m
SNOP;"10° 33' 35"" S";"61° 25' 54"" W";213 m
SDUA;"7° 2' 18"" S";"55° 23' 33"" W";225 m
SSFH;"19° 47' 7"" S";"47° 48' 42"" W";743 m
SJZB;"10° 40' 59"" S";"58° 38' 42"" W";277 m
SJVL;"26° 25' 22"" S";"48° 52' 35"" W";11 m
SSVX;"7° 18' 6"" S";"50° 1' 52"" W";191 m
SSAT;"17° 57' 17"" S";"46° 51' 40"" W";748 m
SJXS;"16° 6' 16"" S";"39° 21' 50"" W";133 m
SWAJ;"33° 13' 0"" S";"53° 16' 1"" W";28 m
SWJP;"1° 24' 14"" S";"69° 25' 25"" W";78 m
SNNV;"26° 18' 23"" S";"48° 56' 5"" W";21 m
SJVP;"0° 47' 57"" S";"60° 5' 2"" W";267 m
SDFT;"22° 24' 55"" S";"46° 48' 32"" W";656 m
SDVY;"21° 31' 20"" S";"49° 59' 45"" W";453 m
SISS;"11° 39' 17"" S";"55° 14' 20"" W";362 m
SSTJ;"27° 20' 55"" S";"49° 49' 14"" W";403 m
SDZK;"2° 59' 30"" N";"63° 42' 35"" W";208 m
SJNE;"1° 59' 24"" N";"59° 57' 26"" W";151 m
SDZN;"4° 48' 22"" N";"60° 13' 10"" W";224 m
SDZO;"4° 34' 39"" N";"60° 26' 37"" W";203 m
SJWP;"12° 37' 10"" S";"45° 55' 25"" W";808 m
SNYS;"18° 13' 22"" S";"45° 59' 44"" W";975 m
SJNF;"4° 38' 6"" N";"60° 10' 34"" W";530 m
SNWR;"2° 38' 11"" S";"51° 49' 35"" W";61 m
SINZ;"25° 26' 17"" S";"50° 31' 40"" W";852 m
SJNG;"2° 36' 25"" N";"63° 52' 10"" W";606 m
SJPO;"9° 35' 16"" S";"37° 46' 42"" W";72 m
SWSX;"7° 5' 26"" S";"49° 58' 35"" W";247 m
SSZD;"8° 46' 27"" S";"63° 44' 2"" W";84 m
SJZO;"20° 58' 18"" S";"54° 4' 14"" W";503 m
SBAA;8° 20' 55'' S;49° 18' 11'' W;199 m
SBAE;22° 9' 28'' S;49° 4' 6'' W;594 m
SBAQ;21° 48' 16'' S;48° 8' 25'' W;711 m
SBAR;10° 59' 7'' S;37° 4' 24'' W;7 m
SBAT;9° 51' 59'' S;56° 6' 18'' W;289 m
SBAU;21° 8' 39'' S;50° 25' 35'' W;415 m
SBAX;19° 33' 38'' S;46° 57' 56'' W;999 m
SBBE;1° 23' 5'' S;48° 28' 44'' W;17 m
SBBG;31° 23' 27'' S;54° 6' 35'' W;186 m
SBBH;19° 51' 7'' S;43° 57' 2'' W;789 m
SBBI;25° 24' 12'' S;49° 14' 1'' W;932 m
SBBP;22° 58' 45'' S;46° 32' 15'' W;893 m
SBBR;15° 52' 16'' S;47° 55' 7'' W;1066 m
SBBU;22° 20' 37'' S;49° 3' 14'' W;617 m
SBBV;2° 50' 29'' N;60° 41' 32'' W;84 m
SBBW;15° 51' 39'' S;52° 23' 22'' W;350 m
SBCA;25° 0' 8'' S;53° 30' 7'' W;754 m
SBCB;22° 55' 17'' S;42° 4' 18'' W;6,55 m
SBCD;26° 47' 23'' S;50° 56' 23'' W;1029 m
SBCF;19° 37' 28'' S;43° 58' 19'' W;827 m
SBCG;20° 28' 10'' S;54° 40' 13'' W;559 m
SBCH;27° 8' 2'' S;52° 39' 43'' W;654 m
SBCI;7° 19' 14'' S;47° 27' 31'' W;172 m
SBCJ;6° 6' 55'' S;50° 0' 5'' W;629 m
SBCM;28° 43' 28'' S;49° 25' 17'' W;28 m
SBCN;17° 43' 29'' S;48° 36' 36'' W;685 m
SBCP;21° 42' 4'' S;41° 18' 28'' W;17 m
SBCR;19° 0' 43'' S;57° 40' 17'' W;141 m
SBCT;25° 31' 54'' S;49° 10' 34'' W;911 m
SSCV;17° 39' 2'' S;39° 15' 16'' W;11 m
SBCX;29° 11' 44'' S;51° 11' 23'' W;754 m
SBCY;15° 39' 0'' S;56° 7' 3'' W;188 m
SSCL;19° 8' 49'' S;51° 40' 35'' W;481 m
SBDB;21° 14' 50'' S;56° 27' 9'' W;334 m
SBDN;22° 10' 42'' S;51° 25' 8'' W;452 m
SBDO;22° 12' 2'' S;54° 55' 32'' W;458 m
SBEG;3° 2' 28'' S;60° 3' 2'' W;80 m
SBEK;6° 14' 7'' S;57° 46' 33'' W;99 m
SBFI;25° 36' 1'' S;54° 29' 6'' W;240 m
SBFL;27° 40' 13'' S;48° 33' 9'' W;5 m
SBFN;3° 51' 17'' S;32° 25' 42'' W;58 m
SBFZ;3° 46' 33'' S;38° 31' 56'' W;25 m
SBGL;22° 48' 36'' S;43° 15' 2'' W;9 m
SBGM;10° 47' 18'' S;65° 16' 54'' W;146 m
SBGO;16° 37' 57'' S;49° 13' 16'' W;747 m
SBGR;23° 26' 8'' S;46° 28' 23'' W;750 m
SSGG;25° 23' 18'' S;51° 31' 25'' W;1065 m
SBGV;18° 53' 49'' S;41° 59' 10'' W;171 m
SBGW;22° 47' 30'' S;45° 12' 16'' W;537 m
SBHT;3° 15' 3'' S;52° 15' 8'' W;112 m
SBIC;3° 7' 35'' S;58° 28' 54'' W;43 m
SBIH;4° 14' 32'' S;56° 0' 3'' W;33 m
SBIL;14° 48' 54'' S;39° 2' 0'' W;4 m
SBIP;19° 28' 14'' S;42° 29' 17'' W;239 m
SBIZ;5° 31' 50'' S;47° 27' 30'' W;131 m
SBJC;1° 24' 54'' S;48° 27' 32'' W;16 m
SBJD;23° 10' 54'' S;46° 56' 37'' W;757 m
SBJF;21° 47' 35'' S;43° 23' 8'' W;911 m
SBJI;10° 52' 14'' S;61° 50' 48'' W;182 m
SBJP;7° 8' 54'' S;34° 57' 1'' W;66 m
SBJR;22° 59' 15'' S;43° 22' 12'' W;3 m
SBJU;7° 13' 9'' S;39° 16' 10'' W;409 m
SBJV;26° 13' 23'' S;48° 47' 52'' W;5 m
SBKG;7° 16' 9'' S;35° 53' 42'' W;502 m
SBKP;23° 0' 25'' S;47° 8' 4'' W;661 m
SBLE;12° 28' 56'' S;41° 16' 37'' W;506 m
SBLJ;27° 46' 56'' S;50° 16' 54'' W;934 m
SBLO;23° 19' 49'' S;51° 8' 12'' W;569 m
SBLP;13° 15' 41'' S;43° 24' 27'' W;443 m
SBMA;5° 22' 5'' S;49° 8' 17'' W;109 m
SBMD;0° 53' 23'' S;52° 36' 8'' W;206 m
SBME;22° 20' 34'' S;41° 45' 50'' W;2 m
SBMG;23° 28' 46'' S;52° 0' 44'' W;545 m
SBMK;16° 42' 22'' S;43° 49' 19'' W;668 m
SBML;22° 11' 44'' S;49° 55' 37'' W;650 m
SBMO;9° 31' 2'' S;35° 47' 1'' W;118 m
SBMQ;0° 3' 3'' N;51° 4' 13'' W;17 m
SBMS;5° 11' 45'' S;37° 21' 42'' W;23 m
SBMT;23° 30' 24'' S;46° 38' 2'' W;722 m
SBMY;5° 49' 1'' S;61° 17' 2'' W;53 m
SBNF;26° 52' 43'' S;48° 39' 3'' W;5 m
SBNM;28° 16' 54'' S;54° 10' 6'' W;322 m
SBOI;3° 51' 41'' N;51° 47' 46'' W;19 m
SBPA;29° 59' 38'' S;51° 10' 16'' W;4 m
SBPB;2° 53' 38'' S;41° 43' 49'' W;5 m
SBPC;21° 50' 16'' S;46° 33' 58'' W;1261 m
SBPF;28° 14' 43'' S;52° 19' 43'' W;724 m
SBPJ;10° 17' 24'' S;48° 21' 28'' W;236 m
SBPK;31° 42' 58'' S;52° 19' 52'' W;18 m
SBPL;9° 22' 3'' S;40° 33' 49'' W;384 m
SDPE;10° 43' 1'' S;48° 24' 1'' W;265 m
SBPP;22° 32' 59'' S;55° 42' 9'' W;657 m
SBPR;19° 54' 33'' S;43° 59' 21'' W;928 m
SBPS;16° 26' 17'' S;39° 4' 40'' W;51 m
SBPV;8° 42' 49'' S;63° 54' 10'' W;88 m
SBRB;9° 52' 6'' S;67° 53' 53'' W;193 m
SBRD;16° 35' 17'' S;54° 43' 18'' W;447 m
SBRF;8° 7' 35'' S;34° 55' 22'' W;10 m
SBRJ;22° 54' 36'' S;43° 9' 45'' W;3 m
SBRP;21° 8' 11'' S;47° 46' 36'' W;550 m
SBSG;5° 46' 8'' S;35° 21' 59'' W;83 m
SBSJ;23° 13' 44'' S;45° 52' 16'' W;647 m
SBSL;2° 35' 13'' S;44° 14' 10'' W;54 m
SBSM;29° 42' 39'' S;53° 41' 32'' W;88 m
SBSN;2° 25' 29'' S;54° 47' 9'' W;60 m
SBSP;23° 37' 34'' S;46° 39' 23'' W;802 m
SBSR;20° 48' 58'' S;49° 24' 17'' W;544 m
SBSV;12° 54' 31'' S;38° 19' 21'' W;20 m
SBTB;1° 29' 4'' S;56° 23' 57'' W;87 m
SBTD;24° 41' 7'' S;53° 41' 47'' W;562 m
SBTE;5° 3' 38'' S;42° 49' 28'' W;67 m
SBTF;3° 22' 49'' S;64° 43' 31'' W;57 m
SBTG;20° 45' 5'' S;51° 40' 49'' W;323 m
SBTK;8° 9' 17'' S;70° 46' 58'' W;197 m
SSTE;29° 24' 36'' S;49° 48' 37'' W;8 m
SBTT;4° 15' 2'' S;69° 56' 16'' W;85 m
SBTU;3° 46' 37'' S;49° 43' 11'' W;253 m
SBUA;0° 8' 53'' S;66° 59' 9'' W;76 m
SBUF;9° 24' 4'' S;38° 15' 4'' W;269 m
SBUG;29° 47' 0'' S;57° 2' 13'' W;78 m
SBUL;18° 53' 1'' S;48° 13' 31'' W;943 m
SBUR;19° 45' 53'' S;47° 57' 58'' W;809 m
SBVG;21° 35' 20'' S;45° 28' 24'' W;922 m
SBVH;12° 41' 39'' S;60° 5' 50'' W;615 m
SBVT;20° 15' 29'' S;40° 17' 11'' W;3 m
SBZM;21° 30' 47'' S;43° 10' 23'' W;412 m
SDAA;22° 20' 13'' S;47° 21' 30'' W;685 m
SDAD;21° 41' 46'' S;51° 5' 47'' W;425 m
SDAE;22° 35' 1'' S;47° 53' 46'' W;566 m
SDAG;22° 58' 31'' S;44° 18' 26'' W;3 m
SDAI;22° 45' 19'' S;47° 16' 5'' W;611 m
SDAM;22° 51' 33'' S;47° 6' 29'' W;612 m
SDBA;20° 52' 37'' S;47° 35' 9'' W;881 m
SDBB;20° 54' 1'' S;48° 28' 25'' W;592 m
SDBK;22° 56' 12'' S;48° 28' 3'' W;918 m
SDBY;22° 4' 9'' S;48° 42' 23'' W;486 m
SDCA;24° 2' 1'' S;48° 21' 25'' W;714 m
SDCG;3° 28' 14'' S;68° 55' 27'' W;102 m
SDCO;23° 28' 59'' S;47° 29' 11'' W;633 m
SDDN;20° 55' 33'' S;51° 23' 2'' W;380 m
SDDR;21° 27' 38'' S;51° 36' 25'' W;372 m
SDEP;21° 46' 32'' S;52° 9' 47'' W;297 m
SDET;23° 6' 17'' S;47° 43' 28'' W;501 m
SDFD;20° 16' 36'' S;50° 12' 50'' W;500 m
SDFX;9° 9' 27'' S;40° 56' 15'' W;405 m
SDGC;22° 11' 1'' S;49° 39' 22'' W;665 m
SDGR;21° 15' 47'' S;50° 39' 11'' W;400 m
SDIG;21° 44' 50'' S;48° 51' 21'' W;542 m
SDIM;24° 9' 53'' S;46° 47' 8'' W;4 m
SDIV;20° 22' 31'' S;47° 46' 7'' W;623 m
SDJC;21° 13' 51'' S;48° 17' 8'' W;625 m
SDJO;20° 35' 36'' S;47° 50' 32'' W;651 m
SDJV;22° 1' 0'' S;46° 50' 26'' W;762 m
SDKF;9° 9' 19'' S;40° 5' 30'' W;392 m
SDKJ;11° 1' 16'' S;45° 11' 14'' W;511 m
SDKK;21° 29' 14'' S;47° 2' 2'' W;651 m
SDLC;21° 44' 58'' S;51° 1' 6'' W;450 m
SDLE;13° 34' 59'' S;41° 47' 27'' W;1146 m
SDLK;14° 28' 52'' S;42° 15' 53'' W;662 m
SDLL;22° 13' 37'' S;47° 22' 56'' W;617 m
SDLP;22° 34' 42'' S;48° 46' 28'' W;621 m
SDLY;21° 37' 23'' S;48° 21' 9'' W;635 m
SBMI;22° 55' 5'' S;42° 49' 44'' W;0 m
SDMH;20° 48' 26'' S;49° 29' 10'' W;584 m
SDMJ;22° 24' 36'' S;46° 54' 17'' W;693 m
SDMO;21° 15' 41'' S;48° 31' 47'' W;750 m
SDNH;21° 29' 52'' S;49° 14' 4'' W;465 m
SDNM;13° 49' 16'' S;56° 2' 19'' W;430 m
SDNO;22° 41' 46'' S;48° 34' 34'' W;730 m
SDOU;22° 58' 25'' S;49° 54' 41'' W;467 m
SDOV;14° 44' 41'' S;50° 34' 14'' W;328 m
SDOW;6° 45' 44'' S;51° 3' 0'' W;229 m
SDPD;22° 56' 37'' S;45° 25' 53'' W;585 m
SDPN;21° 24' 37'' S;50° 1' 55'' W;418 m
SDPV;21° 53' 36'' S;51° 53' 4'' W;445 m
SDPW;22° 42' 38'' S;47° 37' 10'' W;584 m
SDPY;22° 1' 35'' S;47° 25' 10'' W;683 m
SDRK;22° 25' 54'' S;47° 33' 45'' W;600 m
SDRR;23° 5' 35'' S;48° 59' 3'' W;810 m
SDRS;22° 28' 43'' S;44° 28' 54'' W;402 m
SDSC;21° 52' 35'' S;47° 54' 12'' W;807 m
SBSO;12° 28' 22'' S;55° 40' 8'' W;386 m
SDTB;23° 7' 42'' S;46° 34' 29'' W;797 m
SDTF;23° 19' 55'' S;47° 52' 48'' W;635 m
SDTI;21° 23' 35'' S;51° 35' 56'' W;365 m
SDTK;23° 13' 28'' S;44° 43' 13'' W;3 m
SDTP;21° 53' 24'' S;50° 30' 21'' W;550 m
SDUB;23° 26' 29'' S;45° 4' 34'' W;4 m
SDUN;21° 13' 10'' S;41° 52' 32'' W;125 m
SDUQ;22° 25' 37'' S;50° 36' 25'' W;476 m
SDVE;22° 13' 41'' S;49° 49' 13'' W;640 m
SDVG;20° 27' 26'' S;50° 0' 9'' W;508 m
SDWQ;1° 55' 1'' S;54° 43' 22'' W;30,87 m
SDXF;14° 7' 9'' S;47° 31' 49'' W;1345 m
SDXJ;18° 29' 29'' S;53° 10' 6'' W;738 m
SDYW;23° 56' 30'' S;48° 52' 58'' W;707 m
SDZG;5° 56' 0'' S;40° 17' 51'' W;450,98 m
SIBU;6° 21' 45'' S;37° 45' 19'' W;272 m
SIBW;7° 33' 45'' S;38° 29' 51'' W;370 m
SIBY;7° 52' 42'' S;37° 8' 12'' W;619 m
SIBZ;7° 18' 40'' S;38° 6' 49'' W;292 m
SICB;6° 29' 15'' S;36° 8' 24'' W;652 m
SILC;13° 2' 16'' S;55° 57' 1'' W;414 m
SIMK;20° 35' 25'' S;47° 22' 57'' W;1003 m
SIZX;11° 17' 12'' S;57° 32' 20'' W;302 m
SJAU;8° 50' 16'' S;49° 33' 28'' W;207 m
SJBY;3° 39' 14'' S;45° 20' 42'' W;25 m
SJGU;5° 41' 4'' S;48° 6' 56'' W;125 m
SBJA;28° 40' 31'' S;49° 3' 37'' W;35 m
SJNP;7° 7' 33'' S;55° 24' 3'' W;242 m
SJOG;9° 53' 5'' S;63° 2' 56'' W;142 m
SJQN;18° 26' 46'' S;50° 24' 33'' W;586 m
SJRG;32° 4' 54'' S;52° 9' 48'' W;8 m
SJTS;2° 4' 22'' S;56° 29' 20'' W;25 m
SJTZ;4° 18' 10'' S;47° 34' 54'' W;244 m
SJVO;15° 53' 57'' S;52° 14' 43'' W;323 m
SJZA;6° 52' 58'' S;38° 36' 57'' W;335 m
SNAB;7° 35' 11'' S;40° 32' 7'' W;669 m
SNAE;8° 24' 28'' S;37° 5' 18'' W;634 m
SNAG;18° 40' 5'' S;48° 11' 25'' W;947 m
SNAL;9° 46' 36'' S;36° 37' 43'' W;270 m
SNAM;20° 54' 41'' S;44° 53' 40'' W;1097 m
SNAP;15° 43' 59'' S;43° 19' 26'' W;528 m
SNAR;16° 11' 2'' S;40° 40' 2'' W;195 m
SNAS;18° 13' 30'' S;45° 11' 26'' W;786 m
SBAC;4° 34' 7'' S;37° 48' 17'' W;36 m
SNAX;22° 38' 24'' S;50° 27' 11'' W;564 m
SNBA;20° 35' 8'' S;48° 35' 45'' W;579 m
SNBC;5° 30' 9'' S;45° 12' 58'' W;155 m
SNBG;19° 29' 56'' S;41° 2' 31'' W;80 m
SNBI;4° 13' 41'' S;44° 49' 11'' W;20 m
SNBM;21° 7' 44'' S;42° 22' 1'' W;270 m
SNBR;12° 4' 45'' S;45° 0' 34'' W;748 m
SNBS;7° 31' 31'' S;46° 3' 12'' W;284 m
SNBX;11° 4' 52'' S;43° 8' 51'' W;389 m
SNBZ;13° 29' 26'' S;42° 13' 45'' W;627 m
SNCA;20° 53' 33'' S;45° 20' 8'' W;970 m
SNCE;21° 6' 22'' S;45° 48' 17'' W;780 m
SNCS;7° 2' 58'' S;40° 21' 51'' W;610 m
SNCT;19° 43' 31'' S;42° 6' 40'' W;599 m
SNCV;19° 32' 17'' S;49° 29' 42'' W;550 m
SNCX;19° 29' 4'' S;40° 35' 4'' W;153 m
SNCZ;20° 24' 11'' S;42° 55' 0'' W;572 m
SNDC;8° 1' 52'' S;49° 58' 47'' W;207 m
SNDT;18° 13' 56'' S;43° 39' 1'' W;1356 m
SNDV;20° 10' 55'' S;44° 52' 12'' W;795 m
SNDW;15° 31' 10'' S;40° 52' 21'' W;826 m
SNEB;3° 1' 11'' S;47° 18' 59'' W;135 m
SNED;15° 39' 59'' S;38° 57' 19'' W;6 m
SNEE;28° 25' 55'' S;51° 1' 22'' W;900 m
SNEU;10° 31' 39'' S;39° 1' 57'' W;462 m
SNFE;21° 25' 54'' S;45° 55' 59'' W;875 m
SNFO;20° 23' 43'' S;45° 29' 12'' W;1017 m
SNFU;20° 0' 17'' S;48° 57' 32'' W;549 m
SNFX;6° 38' 25'' S;51° 59' 24'' W;200 m
SNGA;20° 38' 47'' S;40° 29' 30'' W;9 m
SNGB;9° 50' 1'' S;45° 22' 2'' W;450 m
SNGD;6° 46' 56'' S;43° 34' 56'' W;172 m
SNGG;9° 3' 34'' S;44° 22' 9'' W;325 m
SNGI;14° 12' 29'' S;42° 44' 46'' W;553 m
SNGN;8° 50' 4'' S;36° 28' 17'' W;772 m
SNGT;11° 26' 30'' S;42° 31' 8'' W;1082 m
SNGX;21° 19' 36'' S;46° 43' 49'' W;849 m
SNHS;8° 3' 41'' S;38° 19' 43'' W;470 m
SNIB;12° 29' 59'' S;40° 16' 13'' W;283 m
SNIC;11° 20' 24'' S;41° 50' 49'' W;784 m
SNIE;14° 0' 44'' S;42° 29' 38'' W;976 m
SNIG;6° 20' 48'' S;39° 17' 40'' W;213 m
SNIO;11° 7' 31'' S;38° 29' 13'' W;223 m
SNIP;15° 14' 40'' S;40° 16' 38'' W;270 m
SNIT;12° 9' 52'' S;43° 13' 32'' W;422 m
SNIU;14° 10' 24'' S;39° 41' 3'' W;132 m
SNJB;11° 9' 47'' S;40° 33' 12'' W;489 m
SDIY;12° 12' 2'' S;38° 54' 23'' W;238 m
SNJK;13° 52' 40'' S;40° 4' 17'' W;197 m
SNJM;20° 15' 35'' S;42° 11' 2'' W;829 m
SNJN;15° 28' 29'' S;44° 23' 11'' W;480 m
SNJO;7° 5' 30'' S;34° 50' 31'' W;6 m
SNJP;17° 47' 15'' S;46° 7' 12'' W;911 m
SNJQ;16° 28' 20'' S;41° 1' 30'' W;260 m
SNJR;21° 5' 8'' S;44° 13' 31'' W;945 m
SNKC;14° 10' 2'' S;44° 33' 2'' W;613 m
SNKD;19° 1' 13'' S;43° 26' 2'' W;669 m
SNKF;20° 44' 19'' S;43° 47' 53'' W;1057 m
SNKI;20° 50' 7'' S;41° 11' 11'' W;78 m
SNKK;6° 26' 21'' S;37° 4' 41'' W;182 m
SNKN;6° 16' 51'' S;36° 32' 26'' W;365 m
SNKR;10° 27' 7'' S;45° 8' 11'' W;473 m
SNKS;10° 59' 21'' S;44° 30' 55'' W;458 m
SNKU;9° 54' 11'' S;39° 1' 58'' W;372 m
SNLI;19° 9' 26'' S;45° 29' 45'' W;664 m
SNLN;19° 21' 19'' S;40° 4' 10'' W;40 m
SNLO;22° 5' 30'' S;45° 2' 43'' W;875 m
SNLT;8° 9' 59'' S;41° 9' 14'' W;360 m
SNMA;1° 59' 48'' S;54° 4' 17'' W;99 m
SNMC;13° 1' 30'' S;42° 40' 20'' W;641 m
SNMH;15° 50' 53'' S;48° 58' 49'' W;785 m
SNMJ;13° 23' 10'' S;40° 27' 58'' W;962 m
SNMK;15° 5' 36'' S;43° 58' 46'' W;463 m
SNMM;18° 35' 38'' S;45° 21' 11'' W;606 m
SNMN;17° 14' 2'' S;42° 35' 2'' W;750 m
SNMR;14° 7' 2'' S;38° 59' 2'' W;20 m
SNMX;18° 43' 17'' S;39° 50' 1'' W;30 m
SNMZ;1° 44' 29'' S;52° 14' 9'' W;16 m
SNNE;21° 32' 32'' S;43° 1' 16'' W;403 m
SNNH;14° 18' 12'' S;43° 46' 32'' W;452 m
SNNU;17° 49' 23'' S;40° 19' 47'' W;210 m
SNOB;3° 40' 44'' S;40° 20' 12'' W;64 m
SNOC;11° 32' 4'' S;41° 10' 47'' W;1100 m
SNOE;7° 1' 8'' S;42° 10' 2'' W;250 m
SNOF;22° 17' 51'' S;46° 23' 36'' W;859 m
SNOS;20° 44' 0'' S;46° 39' 35'' W;822 m
SNOU;8° 8' 29'' S;70° 20' 27'' W;168 m
SNOX;1° 42' 49'' S;55° 50' 9'' W;80 m
SNPA;19° 50' 33'' S;44° 36' 3'' W;839 m
SNPC;7° 3' 55'' S;41° 31' 10'' W;320 m
SNPD;18° 40' 20'' S;46° 29' 29'' W;851 m
SNPE;10° 16' 2'' S;36° 34' 1'' W;60 m
SNPI;13° 9' 56'' S;41° 46' 19'' W;1267 m
SNPJ;18° 54' 33'' S;46° 58' 58'' W;985 m
SNPO;19° 12' 12'' S;45° 1' 24'' W;705 m
SNPQ;8° 22' 27'' S;36° 38' 16'' W;630 m
SBCZ;7° 35' 58'' S;72° 46' 10'' W;194 m
SNPX;17° 19' 1'' S;44° 51' 37'' W;551 m
SNPY;20° 56' 54'' S;46° 58' 59'' W;950 m
SNPZ;16° 3' 42'' S;41° 10' 19'' W;848 m
SNQD;6° 47' 8'' S;38° 14' 2'' W;272 m
SNQG;6° 50' 45'' S;43° 4' 39'' W;210 m
SNQU;13° 1' 54'' S;41° 26' 40'' W;1056 m
SNQV;18° 44' 58'' S;44° 27' 29'' W;672 m
SNQX;4° 58' 44'' S;38° 59' 16'' W;199 m
SNRA;7° 13' 52'' S;60° 38' 56'' W;60 m
SNRD;17° 17' 49'' S;39° 16' 19'' W;27 m
SNRM;9° 34' 48'' S;42° 6' 57'' W;405 m
SNRP;19° 12' 45'' S;46° 14' 26'' W;1145 m
SNRU;8° 17' 4'' S;36° 0' 39'' W;576 m
SNRX;7° 21' 1'' S;46° 38' 2'' W;400 m
SNRZ;20° 42' 52'' S;44° 51' 55'' W;982 m
SNSE;9° 45' 27'' S;41° 51' 18'' W;398 m
SNSG;8° 2' 48'' S;39° 8' 2'' W;469 m
SNSI;18° 11' 55'' S;42° 27' 58'' W;480 m
SNSM;0° 41' 49'' S;47° 20' 16'' W;27 m
SNSO;18° 36' 40'' S;43° 25' 26'' W;740 m
SNSS;16° 12' 30'' S;42° 19' 19'' W;763 m
SNST;12° 5' 50'' S;41° 38' 26'' W;816 m
SNSW;0° 41' 52'' S;48° 31' 10'' W;13 m
SNTF;17° 31' 28'' S;39° 40' 6'' W;105 m
SNTI;1° 52' 5'' S;55° 30' 52'' W;100 m
SNTM;17° 14' 2'' S;42° 44' 2'' W;882 m
SNTO;17° 53' 27'' S;41° 30' 54'' W;479 m
SNTQ;10° 43' 18'' S;43° 39' 13'' W;499 m
SNTR;11° 44' 17'' S;40° 34' 11'' W;585 m
SNTS;7° 2' 16'' S;37° 15' 27'' W;265 m
SNTY;13° 22' 48'' S;44° 37' 19'' W;667 m
SNUB;21° 7' 21'' S;42° 52' 56'' W;340 m
SNUC;5° 35' 42'' S;36° 57' 39'' W;111 m
SNUH;20° 26' 19'' S;45° 59' 34'' W;745 m
SNUI;16° 51' 7'' S;42° 2' 46'' W;360 m
SNUN;16° 21' 14'' S;46° 55' 37'' W;609 m
SNUT;12° 6' 20'' S;41° 4' 28'' W;598 m
SNUY;15° 37' 54'' S;46° 25' 43'' W;570 m
SNVB;13° 17' 47'' S;38° 59' 33'' W;5 m
SNVC;20° 44' 41'' S;42° 50' 31'' W;659 m
SNVD;13° 24' 17'' S;44° 13' 23'' W;465 m
SNVI;21° 47' 21'' S;45° 16' 5'' W;976 m
SNVS;1° 38' 11'' S;50° 26' 36'' W;30 m
SNVV;11° 24' 40'' S;39° 26' 36'' W;403 m
SNWC;2° 53' 45'' S;40° 51' 32'' W;18,1 m
SNWS;5° 12' 40'' S;40° 42' 15'' W;315 m
